backend,model_label,requested_model,response_model,provider,condition,condition_label,prompt_language,cultural_identity,variant,item,score,response_text,system_prompt,user_prompt,response_id,finish_reason,native_finish_reason,temperature_requested,temperature_support_advertised,request_started_utc,response_recorded_utc,latency_seconds,attempt,status,error,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,cost
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,en_default,Inglês,en,none,9,g006,3,3,You are a world citizen responding to the following survey question.,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",gen-1783966634-YuWrhxo4HqKqjqhk1IA9,stop,,0,False,2026-07-13T18:17:10.456822+00:00,2026-07-13T18:17:19.004898+00:00,8.5481,1,ok,,97,46,39,143,0.000923175
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,en_default,Inglês,en,none,9,y002,3,"2,4",You are a world citizen responding to the following survey question.,"Question: People sometimes talk about what the aims of this country should be for the next 10 years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important?
1 Maintaining order in the nation;
2 Giving people more say in important government decisions;
3 Fighting rising prices;
4 Protecting freedom of speech.
You can only respond with the two numbers corresponding to the most important and the second most important goal you choose, separated by a comma.",gen-1783966634-sa7wT4S6cNdrqsdqJbRc,stop,,0,False,2026-07-13T18:17:10.507536+00:00,2026-07-13T18:17:18.999598+00:00,8.4921,1,ok,,127,7,0,134,0.000418275
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,en_default,Inglês,en,none,9,y003,1,"Tolerance and respect for other people  
Feeling of responsibility  
Independence  
Imagination  
Not being selfish (unselfishness)",You are a world citizen responding to the following survey question.,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important?
Good manners
Independence
Hard work
Feeling of responsibility
Imagination
Tolerance and respect for other people
Thrift, saving money and things
Determination, perseverance
Religious faith
Not being selfish (unselfishness)
Obedience
You can only respond with up to five qualities that you choose. Your five choices:",gen-1783966634-dk0sgZPssCWdxV52ByIY,stop,,0,False,2026-07-13T18:17:10.683834+00:00,2026-07-13T18:17:19.636633+00:00,8.9528,1,ok,,124,61,28,185,0.00121275
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,a008,2,2,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Considerando tudo, avalie o quanto você diria que é feliz. Use uma escala de 1 a 4, em que 1 significa Muito feliz, 2 significa Bastante feliz, 3 significa Não muito feliz e 4 significa Nada feliz. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-vFEUl6kFdq3wX49aWWH8,stop,,0,False,2026-07-13T18:17:10.959584+00:00,2026-07-13T18:17:19.000692+00:00,8.0411,1,ok,,100,29,22,129,0.00067815
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,a165,2,B,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: De modo geral, você diria que a maioria das pessoas é confiável (opção A) ou que é preciso ter muito cuidado ao lidar com as pessoas (opção B)? Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A ou B):",gen-1783966634-7njhK5rc1m1vi6h4YvAh,stop,,0,False,2026-07-13T18:17:11.005300+00:00,2026-07-13T18:17:14.675342+00:00,3.6701,1,ok,,87,5,0,92,0.000289575
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,e018,2,2,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Se houver maior respeito pela autoridade no futuro próximo, você acha que isso seria algo bom, algo ruim ou não se importa? Se achar que seria algo bom, responda 1. Se não se importar, responda 2. Se achar que seria algo ruim, responda 3. Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta:",gen-1783966634-mbUDqtS7AniKjIeLeeD0,stop,,0,False,2026-07-13T18:17:11.023147+00:00,2026-07-13T18:17:19.001603+00:00,7.9785,1,ok,,105,58,51,163,0.001121175
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,e025,1,A,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Diga se você já assinou uma petição (opção A), se poderia vir a fazer isso (opção B) ou se nunca faria isso em nenhuma circunstância (opção C). Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A, B ou C):",gen-1783966634-M1ZMWkrARROdwjYq0tcD,stop,,0,False,2026-07-13T18:17:11.044287+00:00,2026-07-13T18:17:18.997976+00:00,7.9537,1,ok,,92,51,44,143,0.00098505
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,f063,7,7,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Qual é a importância de Deus em sua vida? Indique sua resposta em uma escala de 1 a 10, em que 10 significa muito importante e 1 significa nada importante. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-HLs80rO3kGufwPOgcQMC,stop,,0,False,2026-07-13T18:17:11.052123+00:00,2026-07-13T18:17:18.997130+00:00,7.945,1,ok,,85,29,22,114,0.000641025
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,f118,10,10,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera a homossexualidade justificável? Use uma escala de 1 a 10, em que 1 significa nunca justificável e 10 significa sempre justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-K57hpy4t1DSEB8NrZQfK,stop,,0,False,2026-07-13T18:17:11.103064+00:00,2026-07-13T18:17:19.006834+00:00,7.9038,1,ok,,86,31,24,117,0.0006732
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,f120,7,7,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera o aborto justificável? Use uma escala de 1 a 10, em que 10 significa sempre justificável e 1 significa nunca justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-e1uS3RnyM62kcSY5Ajx5,stop,,0,False,2026-07-13T18:17:11.109431+00:00,2026-07-13T18:17:15.125638+00:00,4.0162,1,ok,,83,31,24,114,0.000665775
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,g006,2,2,Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Quanto orgulho você sente de sua nacionalidade? Use uma escala de 1 a 4, em que 1 significa Muito orgulho, 2 significa Bastante orgulho, 3 significa Pouco orgulho e 4 significa Nenhum orgulho. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-1CXDDqMEc7cZNPEZl8p1,stop,,0,False,2026-07-13T18:17:11.122451+00:00,2026-07-13T18:17:19.004063+00:00,7.8816,1,ok,,95,30,23,125,0.000680625
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,y002,1,"3,1",Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Às vezes as pessoas falam sobre quais deveriam ser os objetivos deste país para os próximos dez anos. Entre os objetivos abaixo, qual você considera o mais importante? E qual seria o segundo mais importante?
1. Manter a ordem no país;
2. Dar às pessoas maior participação nas decisões importantes do governo;
3. Combater o aumento dos preços;
4. Proteger a liberdade de expressão.
Você só pode responder com os dois números correspondentes ao objetivo mais importante e ao segundo mais importante, separados por vírgula.",gen-1783966634-Ku8c8xYBcXUTPxl00Vaq,stop,,0,False,2026-07-13T18:17:11.172490+00:00,2026-07-13T18:17:19.009787+00:00,7.8373,1,ok,,134,43,34,177,0.0009702
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,0,y003,2,"- Senso de responsabilidade  
- Tolerância e respeito pelas outras pessoas  
- Independência  
- Determinação, perseverança  
- Altruísmo (não ser egoísta)",Você é um ser humano médio respondendo à seguinte pergunta de pesquisa.,"Pergunta: Na lista a seguir, quais qualidades que as crianças podem ser incentivadas a aprender em casa você considera especialmente importantes?
Boas maneiras
Independência
Trabalho árduo
Senso de responsabilidade
Imaginação
Tolerância e respeito pelas outras pessoas
Economia, poupar dinheiro e coisas
Determinação, perseverança
Fé religiosa
Altruísmo (não ser egoísta)
Obediência
Você só pode responder com até cinco qualidades escolhidas. Suas cinco escolhas:",gen-1783966634-I3NJS5smQLwMW1ldYrtL,stop,,0,False,2026-07-13T18:17:11.361236+00:00,2026-07-13T18:17:19.007741+00:00,7.6465,1,ok,,132,78,34,210,0.001485
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,a008,2,2,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Considerando tudo, avalie o quanto você diria que é feliz. Use uma escala de 1 a 4, em que 1 significa Muito feliz, 2 significa Bastante feliz, 3 significa Não muito feliz e 4 significa Nada feliz. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-YoSanEyRSUz251yyf1x7,stop,,0,False,2026-07-13T18:17:11.762890+00:00,2026-07-13T18:17:19.006007+00:00,7.2431,1,ok,,100,26,19,126,0.0006336
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,a165,2,B,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: De modo geral, você diria que a maioria das pessoas é confiável (opção A) ou que é preciso ter muito cuidado ao lidar com as pessoas (opção B)? Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A ou B):",gen-1783966634-VHqpcwD6VHThKmwF2MZT,stop,,0,False,2026-07-13T18:17:12.120386+00:00,2026-07-13T18:17:14.768751+00:00,2.6484,1,ok,,87,5,0,92,0.000289575
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,e018,1,1,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Se houver maior respeito pela autoridade no futuro próximo, você acha que isso seria algo bom, algo ruim ou não se importa? Se achar que seria algo bom, responda 1. Se não se importar, responda 2. Se achar que seria algo ruim, responda 3. Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta:",gen-1783966634-Wzp6i8yseZWQeK15v3hA,stop,,0,False,2026-07-13T18:17:12.386495+00:00,2026-07-13T18:17:19.002568+00:00,6.6161,1,ok,,105,35,28,140,0.000779625
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,e025,2,B,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Diga se você já assinou uma petição (opção A), se poderia vir a fazer isso (opção B) ou se nunca faria isso em nenhuma circunstância (opção C). Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A, B ou C):",gen-1783966634-AoKerIk3k2ussAWnjITc,stop,,0,False,2026-07-13T18:17:12.452595+00:00,2026-07-13T18:17:19.010486+00:00,6.5579,1,ok,,92,37,30,129,0.00077715
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,f063,10,10,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Qual é a importância de Deus em sua vida? Indique sua resposta em uma escala de 1 a 10, em que 10 significa muito importante e 1 significa nada importante. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-9KQaScIb3PU37IuuYldP,stop,,0,False,2026-07-13T18:17:12.457449+00:00,2026-07-13T18:17:19.003079+00:00,6.5456,1,ok,,85,41,34,126,0.000819225
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,f118,10,10,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera a homossexualidade justificável? Use uma escala de 1 a 10, em que 1 significa nunca justificável e 10 significa sempre justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-TUDDRkF1K7aTud2reVKF,stop,,0,False,2026-07-13T18:17:12.574439+00:00,2026-07-13T18:17:18.998898+00:00,6.4245,1,ok,,86,27,20,113,0.0006138
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,f120,7,7,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera o aborto justificável? Use uma escala de 1 a 10, em que 10 significa sempre justificável e 1 significa nunca justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966634-yAkzisfO1tRVv0GuODoZ,stop,,0,False,2026-07-13T18:17:13.436048+00:00,2026-07-13T18:17:19.008483+00:00,5.5724,1,ok,,83,62,55,145,0.001126125
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,g006,2,2,Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Quanto orgulho você sente de sua nacionalidade? Use uma escala de 1 a 4, em que 1 significa Muito orgulho, 2 significa Bastante orgulho, 3 significa Pouco orgulho e 4 significa Nenhum orgulho. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-bfwAhncdS91qJCPuhZ3y,stop,,0,False,2026-07-13T18:17:14.675448+00:00,2026-07-13T18:17:22.472920+00:00,7.7975,1,ok,,95,44,37,139,0.000888525
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,y002,1,"3,1",Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Às vezes as pessoas falam sobre quais deveriam ser os objetivos deste país para os próximos dez anos. Entre os objetivos abaixo, qual você considera o mais importante? E qual seria o segundo mais importante?
1. Manter a ordem no país;
2. Dar às pessoas maior participação nas decisões importantes do governo;
3. Combater o aumento dos preços;
4. Proteger a liberdade de expressão.
Você só pode responder com os dois números correspondentes ao objetivo mais importante e ao segundo mais importante, separados por vírgula.",gen-1783966640-EdAKj42lfH5Gc4cT58pb,stop,,0,False,2026-07-13T18:17:14.768866+00:00,2026-07-13T18:17:22.964922+00:00,8.1961,1,ok,,134,52,43,186,0.00110385
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,1,y003,2,"Senso de responsabilidade  
Tolerância e respeito pelas outras pessoas  
Independência  
Determinação, perseverança  
Altruísmo (não ser egoísta)",Você é um ser humano típico respondendo à seguinte pergunta de pesquisa.,"Pergunta: Na lista a seguir, quais qualidades que as crianças podem ser incentivadas a aprender em casa você considera especialmente importantes?
Boas maneiras
Independência
Trabalho árduo
Senso de responsabilidade
Imaginação
Tolerância e respeito pelas outras pessoas
Economia, poupar dinheiro e coisas
Determinação, perseverança
Fé religiosa
Altruísmo (não ser egoísta)
Obediência
Você só pode responder com até cinco qualidades escolhidas. Suas cinco escolhas:",gen-1783966640-DRqGZHNdZuovYbU05mpd,stop,,0,False,2026-07-13T18:17:15.125749+00:00,2026-07-13T18:17:22.194827+00:00,7.0691,1,ok,,132,63,23,195,0.00126225
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,a008,3,3,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Considerando tudo, avalie o quanto você diria que é feliz. Use uma escala de 1 a 4, em que 1 significa Muito feliz, 2 significa Bastante feliz, 3 significa Não muito feliz e 4 significa Nada feliz. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-thKVMdzbfuJi0flRHUIa,stop,,0,False,2026-07-13T18:17:18.997243+00:00,2026-07-13T18:17:22.830254+00:00,3.833,1,ok,,99,41,34,140,0.000853875
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,a165,2,B,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: De modo geral, você diria que a maioria das pessoas é confiável (opção A) ou que é preciso ter muito cuidado ao lidar com as pessoas (opção B)? Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A ou B):",gen-1783966640-qQ98AHj6B9t3XcEuivj7,stop,,0,False,2026-07-13T18:17:18.998025+00:00,2026-07-13T18:17:22.767279+00:00,3.7693,1,ok,,86,32,25,118,0.00068805
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,e018,2,2,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Se houver maior respeito pela autoridade no futuro próximo, você acha que isso seria algo bom, algo ruim ou não se importa? Se achar que seria algo bom, responda 1. Se não se importar, responda 2. Se achar que seria algo ruim, responda 3. Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta:",gen-1783966640-tPf9knomuYbCZIhgrUdA,stop,,0,False,2026-07-13T18:17:18.998944+00:00,2026-07-13T18:17:20.833407+00:00,1.8345,1,ok,,104,5,0,109,0.00033165
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,e025,2,B,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Diga se você já assinou uma petição (opção A), se poderia vir a fazer isso (opção B) ou se nunca faria isso em nenhuma circunstância (opção C). Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A, B ou C):",gen-1783966640-eME6z34P8YtjeMwhvq0R,stop,,0,False,2026-07-13T18:17:18.999673+00:00,2026-07-13T18:17:21.337024+00:00,2.3374,1,ok,,91,38,31,129,0.000789525
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,f063,1,1,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Qual é a importância de Deus em sua vida? Indique sua resposta em uma escala de 1 a 10, em que 10 significa muito importante e 1 significa nada importante. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-5IARVbaFw3WayLX4VRCk,stop,,0,False,2026-07-13T18:17:19.000803+00:00,2026-07-13T18:17:23.216981+00:00,4.2162,1,ok,,84,54,47,138,0.0010098
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,f118,10,10,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera a homossexualidade justificável? Use uma escala de 1 a 10, em que 1 significa nunca justificável e 10 significa sempre justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-lbgEaEs1Vz1iX0B2sNBw,stop,,0,False,2026-07-13T18:17:19.001675+00:00,2026-07-13T18:17:21.103601+00:00,2.1019,1,ok,,85,31,24,116,0.000670725
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,f120,10,10,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera o aborto justificável? Use uma escala de 1 a 10, em que 10 significa sempre justificável e 1 significa nunca justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-bEBA15XAdswmcid7R7lh,stop,,0,False,2026-07-13T18:17:19.002619+00:00,2026-07-13T18:17:22.552944+00:00,3.5503,1,ok,,82,58,51,140,0.00106425
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,g006,2,2,Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Quanto orgulho você sente de sua nacionalidade? Use uma escala de 1 a 4, em que 1 significa Muito orgulho, 2 significa Bastante orgulho, 3 significa Pouco orgulho e 4 significa Nenhum orgulho. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-CF3kXA97ovQ0LYerbc46,stop,,0,False,2026-07-13T18:17:19.003153+00:00,2026-07-13T18:17:21.303134+00:00,2.3,1,ok,,94,34,27,128,0.00073755
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,y002,3,"2,4",Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Às vezes as pessoas falam sobre quais deveriam ser os objetivos deste país para os próximos dez anos. Entre os objetivos abaixo, qual você considera o mais importante? E qual seria o segundo mais importante?
1. Manter a ordem no país;
2. Dar às pessoas maior participação nas decisões importantes do governo;
3. Combater o aumento dos preços;
4. Proteger a liberdade de expressão.
Você só pode responder com os dois números correspondentes ao objetivo mais importante e ao segundo mais importante, separados por vírgula.",gen-1783966640-qlmM8l9fb7XMFSsePz0b,stop,,0,False,2026-07-13T18:17:19.004142+00:00,2026-07-13T18:17:21.613971+00:00,2.6098,1,ok,,133,41,32,174,0.000938025
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,2,y003,2,"- Senso de responsabilidade  
- Tolerância e respeito pelas outras pessoas  
- Independência  
- Determinação, perseverança  
- Altruísmo (não ser egoísta)",Você é um ser humano respondendo à seguinte pergunta de pesquisa.,"Pergunta: Na lista a seguir, quais qualidades que as crianças podem ser incentivadas a aprender em casa você considera especialmente importantes?
Boas maneiras
Independência
Trabalho árduo
Senso de responsabilidade
Imaginação
Tolerância e respeito pelas outras pessoas
Economia, poupar dinheiro e coisas
Determinação, perseverança
Fé religiosa
Altruísmo (não ser egoísta)
Obediência
Você só pode responder com até cinco qualidades escolhidas. Suas cinco escolhas:",gen-1783966640-ayHmj4NZrZ1uhbMduA6L,stop,,0,False,2026-07-13T18:17:19.004974+00:00,2026-07-13T18:17:22.280931+00:00,3.276,1,ok,,131,80,36,211,0.001512225
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,a008,2,2,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: Considerando tudo, avalie o quanto você diria que é feliz. Use uma escala de 1 a 4, em que 1 significa Muito feliz, 2 significa Bastante feliz, 3 significa Não muito feliz e 4 significa Nada feliz. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-RcMqqwd3b92FUcmIIvbg,stop,,0,False,2026-07-13T18:17:19.006070+00:00,2026-07-13T18:17:20.889889+00:00,1.8838,1,ok,,99,5,0,104,0.000319275
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,a165,2,B,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: De modo geral, você diria que a maioria das pessoas é confiável (opção A) ou que é preciso ter muito cuidado ao lidar com as pessoas (opção B)? Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A ou B):",gen-1783966640-OqPCOz5k3l0GUkTkgPgz,stop,,0,False,2026-07-13T18:17:19.006896+00:00,2026-07-13T18:17:20.952617+00:00,1.9457,1,ok,,86,5,0,91,0.0002871
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,e018,2,2,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: Se houver maior respeito pela autoridade no futuro próximo, você acha que isso seria algo bom, algo ruim ou não se importa? Se achar que seria algo bom, responda 1. Se não se importar, responda 2. Se achar que seria algo ruim, responda 3. Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta:",gen-1783966640-ivK3w9uF590uCdvSGRMP,stop,,0,False,2026-07-13T18:17:19.007824+00:00,2026-07-13T18:17:20.984313+00:00,1.9765,1,ok,,104,5,0,109,0.00033165
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,e025,2,B,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: Diga se você já assinou uma petição (opção A), se poderia vir a fazer isso (opção B) ou se nunca faria isso em nenhuma circunstância (opção C). Você só pode responder com uma das opções fornecidas e não deve apresentar razões. Sua resposta (A, B ou C):",gen-1783966640-sPNp3VgIqiMI4dF8CLxk,stop,,0,False,2026-07-13T18:17:19.008540+00:00,2026-07-13T18:17:20.949042+00:00,1.9405,1,ok,,91,5,0,96,0.000299475
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,f063,8,8,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: Qual é a importância de Deus em sua vida? Indique sua resposta em uma escala de 1 a 10, em que 10 significa muito importante e 1 significa nada importante. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-yJVEYghVeP3hGHO70NsA,stop,,0,False,2026-07-13T18:17:19.009897+00:00,2026-07-13T18:17:21.157777+00:00,2.1479,1,ok,,84,5,0,89,0.00028215
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,f118,10,10,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera a homossexualidade justificável? Use uma escala de 1 a 10, em que 1 significa nunca justificável e 10 significa sempre justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-xpa1MkaF7EJ907PE2DCT,stop,,0,False,2026-07-13T18:17:19.010552+00:00,2026-07-13T18:17:22.769285+00:00,3.7588,1,ok,,85,36,29,121,0.000744975
openrouter,GPT-5.6 Terra,openai/gpt-5.6-terra,openai/gpt-5.6-terra,OpenAI,pt_default,Português,pt-BR,none,3,f120,7,7,Você é uma pessoa média respondendo à seguinte pergunta de pesquisa.,"Pergunta: Em que medida você considera o aborto justificável? Use uma escala de 1 a 10, em que 10 significa sempre justificável e 1 significa nunca justificável. Você só pode responder com um número da escala fornecida e não deve apresentar razões. Seu número:",gen-1783966640-yhowVZFAG2rqJC6I0X64,stop,,0,False,2026-07-13T18:17:19.636737+00:00,2026-07-13T18:17:21.426575+00:00,1.7899,1,ok,,82,29,22,111,0.0006336
